The Hollister (USA) earthquake of April 09, 1961.
Source: PEER Strong Motion Database
Recording station: USGS STATION 1028
Frequency range: 0.11-11.0 Hz
Time[s] Accel[g]
0.0000	-0.0000
0.0100	-0.0000
0.0200	-0.0000
0.0300	-0.0000
0.0400	-0.0000
0.0500	-0.0001
0.0600	-0.0001
0.0700	-0.0002
0.0800	-0.0002
0.0900	-0.0003
0.1000	-0.0004
0.1100	-0.0006
0.1200	-0.0007
0.1300	-0.0009
0.1400	-0.0011
0.1500	-0.0013
0.1600	-0.0016
0.1700	-0.0019
0.1800	-0.0022
0.1900	-0.0025
0.2000	-0.0029
0.2100	-0.0033
0.2200	-0.0039
0.2300	-0.0045
0.2400	-0.0052
0.2500	-0.0059
0.2600	-0.0065
0.2700	-0.0068
0.2800	-0.0068
0.2900	-0.0065
0.3000	-0.0059
0.3100	-0.0048
0.3200	-0.0031
0.3300	-0.0007
0.3400	0.0028
0.3500	0.0071
0.3600	0.0117
0.3700	0.0159
0.3800	0.0191
0.3900	0.0212
0.4000	0.0225
0.4100	0.0231
0.4200	0.0232
0.4300	0.0228
0.4400	0.0217
0.4500	0.0197
0.4600	0.0171
0.4700	0.0138
0.4800	0.0099
0.4900	0.0056
0.5000	0.0009
0.5100	-0.0041
0.5200	-0.0094
0.5300	-0.0151
0.5400	-0.0213
0.5500	-0.0274
0.5600	-0.0323
0.5700	-0.0351
0.5800	-0.0352
0.5900	-0.0329
0.6000	-0.0289
0.6100	-0.0240
0.6200	-0.0189
0.6300	-0.0142
0.6400	-0.0099
0.6500	-0.0060
0.6600	-0.0030
0.6700	-0.0012
0.6800	-0.0008
0.6900	-0.0016
0.7000	-0.0034
0.7100	-0.0056
0.7200	-0.0080
0.7300	-0.0098
0.7400	-0.0102
0.7500	-0.0082
0.7600	-0.0038
0.7700	0.0027
0.7800	0.0112
0.7900	0.0210
0.8000	0.0309
0.8100	0.0397
0.8200	0.0467
0.8300	0.0518
0.8400	0.0550
0.8500	0.0561
0.8600	0.0543
0.8700	0.0497
0.8800	0.0426
0.8900	0.0337
0.9000	0.0236
0.9100	0.0127
0.9200	0.0012
0.9300	-0.0118
0.9400	-0.0270
0.9500	-0.0447
0.9600	-0.0640
0.9700	-0.0823
0.9800	-0.0969
0.9900	-0.1065
1.0000	-0.1109
1.0100	-0.1111
1.0200	-0.1086
1.0300	-0.1044
1.0400	-0.0995
1.0500	-0.0944
1.0600	-0.0893
1.0700	-0.0843
1.0800	-0.0791
1.0900	-0.0733
1.1000	-0.0666
1.1100	-0.0589
1.1200	-0.0488
1.1300	-0.0327
1.1400	-0.0082
1.1500	0.0241
1.1600	0.0613
1.1700	0.0994
1.1800	0.1350
1.1900	0.1647
1.2000	0.1852
1.2100	0.1948
1.2200	0.1943
1.2300	0.1863
1.2400	0.1740
1.2500	0.1599
1.2600	0.1455
1.2700	0.1310
1.2800	0.1162
1.2900	0.1008
1.3000	0.0847
1.3100	0.0678
1.3200	0.0504
1.3300	0.0336
1.3400	0.0187
1.3500	0.0059
1.3600	-0.0058
1.3700	-0.0176
1.3800	-0.0312
1.3900	-0.0472
1.4000	-0.0643
1.4100	-0.0808
1.4200	-0.0952
1.4300	-0.1069
1.4400	-0.1146
1.4500	-0.1157
1.4600	-0.1086
1.4700	-0.0923
1.4800	-0.0673
1.4900	-0.0348
1.5000	0.0017
1.5100	0.0365
1.5200	0.0651
1.5300	0.0850
1.5400	0.0951
1.5500	0.0957
1.5600	0.0883
1.5700	0.0755
1.5800	0.0597
1.5900	0.0431
1.6000	0.0267
1.6100	0.0109
1.6200	-0.0042
1.6300	-0.0185
1.6400	-0.0318
1.6500	-0.0428
1.6600	-0.0496
1.6700	-0.0512
1.6800	-0.0477
1.6900	-0.0400
1.7000	-0.0297
1.7100	-0.0184
1.7200	-0.0073
1.7300	0.0030
1.7400	0.0122
1.7500	0.0203
1.7600	0.0275
1.7700	0.0339
1.7800	0.0395
1.7900	0.0438
1.8000	0.0454
1.8100	0.0435
1.8200	0.0379
1.8300	0.0293
1.8400	0.0188
1.8500	0.0072
1.8600	-0.0052
1.8700	-0.0179
1.8800	-0.0307
1.8900	-0.0430
1.9000	-0.0541
1.9100	-0.0631
1.9200	-0.0691
1.9300	-0.0712
1.9400	-0.0693
1.9500	-0.0642
1.9600	-0.0572
1.9700	-0.0497
1.9800	-0.0426
1.9900	-0.0365
2.0000	-0.0315
2.0100	-0.0276
2.0200	-0.0245
2.0300	-0.0222
2.0400	-0.0205
2.0500	-0.0195
2.0600	-0.0191
2.0700	-0.0190
2.0800	-0.0192
2.0900	-0.0195
2.1000	-0.0198
2.1100	-0.0205
2.1200	-0.0218
2.1300	-0.0241
2.1400	-0.0275
2.1500	-0.0324
2.1600	-0.0386
2.1700	-0.0457
2.1800	-0.0525
2.1900	-0.0579
2.2000	-0.0602
2.2100	-0.0582
2.2200	-0.0516
2.2300	-0.0405
2.2400	-0.0262
2.2500	-0.0103
2.2600	0.0058
2.2700	0.0211
2.2800	0.0348
2.2900	0.0460
2.3000	0.0539
2.3100	0.0587
2.3200	0.0607
2.3300	0.0607
2.3400	0.0591
2.3500	0.0566
2.3600	0.0536
2.3700	0.0503
2.3800	0.0469
2.3900	0.0430
2.4000	0.0383
2.4100	0.0325
2.4200	0.0258
2.4300	0.0184
2.4400	0.0107
2.4500	0.0029
2.4600	-0.0047
2.4700	-0.0117
2.4800	-0.0176
2.4900	-0.0218
2.5000	-0.0243
2.5100	-0.0252
2.5200	-0.0251
2.5300	-0.0248
2.5400	-0.0253
